Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
7687,128.116667,0.532109,0.036286,0.622486,3233.306885,-4.43259,1127.363525,1.938474,-0.169572,28.9424,2427.454834,550.928528,151.665878,,,,,,,,,,
7688,128.133333,0.537934,0.049805,0.6677,3233.322998,-4.449507,1127.335205,1.992886,-0.11263,28.976002,2427.482178,550.948608,151.614304,,,,,,,,,,
7689,128.15,0.494903,0.002545,0.547891,3233.357178,-4.446846,1127.321899,1.983311,0.024169,29.144653,2427.386719,550.954224,151.661362,,,,,,,,,,
7690,128.166667,0.492557,-0.000996,0.493484,3233.367188,-4.432654,1127.297729,1.930367,-0.1306,29.2199,2427.304688,550.903015,151.665314,,,,,,,,,,
7691,128.183333,0.504734,-0.00803,0.497985,3233.314697,-4.417531,1127.304199,2.00591,-0.217845,29.218002,2427.348389,550.832947,151.55484,,,,,,,,,,
7692,128.2,0.499143,-0.033082,0.521934,3233.302734,-4.415915,1127.352295,2.107162,-0.132488,29.210581,2427.437988,550.869812,151.515778,,,,,,,,,,
7693,128.216667,0.536042,-0.037979,0.565495,3233.310303,-4.444185,1127.382935,1.911521,-0.160465,28.99235,2427.424316,550.911255,151.621292,,,,,,,,,,
7694,128.233333,0.512845,0.0324,0.534327,3233.316895,-4.399503,1127.369873,2.011901,-0.073831,29.067257,2427.35083,551.030884,151.621933,,,,,,,,,,
7695,128.25,0.491982,0.055452,0.508269,3233.323486,-4.420188,1127.371704,2.030238,-0.119089,29.143621,2427.341064,551.081055,151.593033,,,,,,,,,,
7696,128.266667,0.505597,0.024061,0.539344,3233.345947,-4.444288,1127.338135,1.969192,-0.132952,29.209703,2427.279541,551.039734,151.619278,,,,,,,,,,
7697,128.283333,0.498726,-0.005141,0.561192,3233.328613,-4.414278,1127.296875,2.024184,-0.136456,29.340031,2427.309326,550.946594,151.521301,,,,,,,,,,
7698,128.3,0.461762,-0.003231,0.515711,3233.343506,-4.396331,1127.317139,1.904096,-0.002748,29.273125,2427.366943,550.887024,151.568924,,,,,,,,,,
7699,128.316667,0.458964,-0.017078,0.465685,3233.375488,-4.413538,1127.314941,1.914001,-0.070695,29.110044,2427.391602,550.848572,151.653152,,,,,,,,,,
7700,128.333333,0.483989,0.007628,0.514412,3233.316162,-4.399649,1127.323853,2.01873,-0.220881,28.973581,2427.477783,550.935425,151.592484,,,,,,,,,,
7701,128.35,0.48959,0.000585,0.532231,3233.298584,-4.409543,1127.342041,1.915581,-0.250753,28.985479,2427.41748,550.950806,151.659729,,,,,,,,,,
7702,128.366667,0.498603,-0.02557,0.517094,3233.335693,-4.419885,1127.362427,1.877794,-0.244255,29.142105,2427.340576,550.90094,151.679657,,,,,,,,,,
7703,128.383333,0.503835,0.001226,0.491684,3233.342041,-4.426882,1127.345093,1.902478,-0.269146,29.393208,2427.250488,550.80835,151.657166,,,,,,,,,,
7704,128.4,0.491965,-0.00098,0.52023,3233.279785,-4.395378,1127.370972,2.045113,-0.158701,29.770195,2427.218262,550.732361,151.507095,,,,,,,,,,
7705,128.416667,0.500345,-0.034676,0.577666,3233.298828,-4.416098,1127.372437,1.858445,-0.29742,29.612278,2427.257812,550.651062,151.549469,,,,,,,,,,
7706,128.433333,0.484778,-0.025983,0.635263,3233.323486,-4.440398,1127.341187,1.901642,-0.402912,29.583841,2427.235107,550.617188,151.572433,,,,,,,,,,
7707,128.45,0.504959,0.003853,0.596608,3233.287109,-4.417072,1127.347412,1.933026,-0.495416,29.46019,2427.263672,550.64856,151.572952,,,,,,,,,,
7708,128.466667,0.508097,0.001741,0.572278,3233.308105,-4.42768,1127.364624,1.827327,-0.327012,29.227114,2427.344971,550.743835,151.660202,,,,,,,,,,
7709,128.483333,0.505595,-0.024525,0.545548,3233.323242,-4.438615,1127.347046,1.85395,-0.230293,29.134371,2427.334717,550.859375,151.681366,,,,,,,,,,
7710,128.5,0.512432,0.02132,0.545328,3233.339111,-4.417279,1127.337158,2.013259,-0.134321,28.995653,2427.393799,550.957336,151.592148,,,,,,,,,,
7711,128.516667,0.520265,0.056557,0.566579,3233.324219,-4.437572,1127.367065,1.993358,-0.207147,29.025011,2427.337891,551.02887,151.627975,,,,,,,,,,
7712,128.533333,0.517059,0.032152,0.580187,3233.320801,-4.434281,1127.378906,1.975783,-0.216847,29.101841,2427.294922,551.050293,151.628586,,,,,,,,,,
7713,128.55,0.499826,-0.005357,0.539422,3233.295654,-4.408852,1127.344238,1.94283,-0.325478,29.234169,2427.261719,550.978333,151.602524,,,,,,,,,,
7714,128.566667,0.503301,-0.00695,0.544037,3233.315918,-4.41248,1127.34082,1.888268,-0.479789,29.206715,2427.332031,550.86084,151.572754,,,,,,,,,,
7715,128.583333,0.495686,-0.028223,0.554702,3233.329102,-4.426078,1127.324829,1.971291,-0.367654,29.195223,2427.405762,550.812073,151.583054,,,,,,,,,,
7716,128.6,0.471822,-0.007378,0.496066,3233.328613,-4.407629,1127.328247,2.017369,-0.316044,29.041189,2427.442627,550.857178,151.586807,,,,,,,,,,
7717,128.616667,0.498107,0.010383,0.496476,3233.303955,-4.400926,1127.34729,1.995184,-0.288098,29.171698,2427.376465,550.937317,151.578506,,,,,,,,,,
7718,128.633333,0.499095,-0.006758,0.519702,3233.310547,-4.412492,1127.372803,2.001556,-0.361612,29.268579,2427.327881,550.907959,151.572357,,,,,,,,,,
7719,128.65,0.524861,-0.006168,0.54535,3233.296143,-4.426635,1127.369629,1.968425,-0.362556,29.191177,2427.352295,550.848633,151.585571,,,,,,,,,,
7720,128.666667,0.493874,0.026853,0.522025,3233.287842,-4.394155,1127.384766,1.914794,-0.363651,29.088959,2427.392822,550.808777,151.608948,,,,,,,,,,
7721,128.683333,0.484603,0.031424,0.480148,3233.312988,-4.402912,1127.331543,1.795231,-0.330024,28.883488,2427.452881,550.861572,151.617966,,,,,,,,,,
7722,128.7,0.498284,0.003706,0.482447,3233.32666,-4.413859,1127.343872,1.936261,-0.288955,28.734701,2427.456299,550.947205,151.657639,,,,,,,,,,
7723,128.716667,0.508163,0.005021,0.509117,3233.284912,-4.412785,1127.36853,1.985837,-0.35296,28.840508,2427.397461,551.051941,151.667831,,,,,,,,,,
7724,128.733333,0.495319,0.003343,0.51584,3233.273682,-4.403834,1127.369141,1.968512,-0.261748,28.797413,2427.393066,551.078064,151.640152,,,,,,,,,,
7725,128.75,0.501016,0.013434,0.517025,3233.326172,-4.439661,1127.33313,2.051713,0.007161,29.027231,2427.379883,551.06073,151.645721,,,,,,,,,,
7726,128.766667,0.503467,0.02737,0.551166,3233.272461,-4.418591,1127.361328,1.961524,-0.167613,28.947104,2427.420898,550.99353,151.632431,,,,,,,,,,
7727,128.783333,0.524262,0.028845,0.565099,3233.254639,-4.423673,1127.367188,1.946236,-0.169022,28.892414,2427.450195,550.940735,151.635986,,,,,,,,,,
7728,128.8,0.506129,0.009693,0.544738,3233.270996,-4.416598,1127.367676,1.89347,-0.283455,29.025732,2427.352783,550.876648,151.656403,,,,,,,,,,
7729,128.816667,0.477185,0.040326,0.457325,3233.292725,-4.385066,1127.365112,1.84942,-0.22084,29.122387,2427.385986,550.830139,151.632996,,,,,,,,,,
7730,128.833333,0.488839,0.03532,0.47609,3233.301758,-4.397308,1127.381226,1.864048,-0.435865,29.323406,2427.302734,550.778259,151.617767,,,,,,,,,,
7731,128.85,0.501578,0.020114,0.501913,3233.310303,-4.418438,1127.389771,1.892295,-0.3277,29.316265,2427.337646,550.711731,151.587173,,,,,,,,,,
7732,128.866667,0.505047,0.020027,0.511864,3233.296143,-4.399734,1127.395386,1.89326,-0.459213,29.403854,2427.29541,550.705811,151.61879,,,,,,,,,,
7733,128.883333,0.493511,0.024171,0.510212,3233.293945,-4.403353,1127.365112,1.921372,-0.456261,29.388651,2427.298828,550.715332,151.594955,,,,,,,,,,
7734,128.9,0.490578,0.051043,0.511709,3233.296631,-4.411289,1127.352661,1.82465,-0.395716,29.163599,2427.347168,550.759949,151.59256,,,,,,,,,,
7735,128.916667,0.503214,0.016351,0.551216,3233.287842,-4.427585,1127.365479,1.878632,-0.346366,28.933941,2427.391113,550.850098,151.626373,,,,,,,,,,
7736,128.933333,0.512596,0.008622,0.585663,3233.247559,-4.394396,1127.378174,1.992246,-0.121011,28.820387,2427.482666,551.044861,151.608002,,,,,,,,,,
7737,128.95,0.514396,0.013497,0.574959,3233.248779,-4.41626,1127.365479,1.992377,0.077626,28.663654,2427.4646,551.158081,151.646912,,,,,,,,,,
7738,128.966667,0.497416,-0.011124,0.501689,3233.279297,-4.407538,1127.329102,2.002006,0.00379,28.587036,2427.439453,551.19165,151.687698,,,,,,,,,,
7739,128.983333,0.472205,-0.032469,0.476855,3233.338135,-4.395374,1127.293823,2.16986,0.170866,28.884275,2427.460205,551.233276,151.617035,,,,,,,,,,
7740,129,0.456716,0.007247,0.485981,3233.366699,-4.401137,1127.309326,2.012204,0.008799,28.811077,2427.453613,551.143311,151.621872,,,,,,,,,,
7741,129.016667,0.4962,-0.011516,0.547172,3233.325928,-4.42769,1127.31958,1.920324,-0.018012,28.756474,2427.443604,551.076904,151.697266,,,,,,,,,,
7742,129.033333,0.504723,-0.017949,0.567495,3233.25708,-4.418023,1127.358276,2.000148,-0.120396,28.725266,2427.503906,551.154602,151.654221,,,,,,,,,,
7743,129.05,0.498337,0.005033,0.564489,3233.267578,-4.410883,1127.352417,2.027022,0.133756,28.748737,2427.490234,551.160461,151.560394,,,,,,,,,,
7744,129.066667,0.506902,-0.004427,0.566288,3233.307129,-4.421576,1127.343018,1.952205,0.102113,28.687084,2427.445068,551.143372,151.654175,,,,,,,,,,
7745,129.083333,0.489023,-0.009659,0.511305,3233.327637,-4.414812,1127.326416,2.014877,0.087075,28.884583,2427.399414,551.115051,151.655029,,,,,,,,,,
7746,129.1,0.504372,0.019248,0.522974,3233.343994,-4.417711,1127.326172,1.986377,-0.085377,28.885454,2427.420654,551.080688,151.629379,,,,,,,,,,
7747,129.116667,0.505307,0.013807,0.528685,3233.3125,-4.417842,1127.365723,1.991705,0.124837,28.908735,2427.442139,551.084717,151.628448,,,,,,,,,,
7748,129.133333,0.504286,-0.014467,0.54974,3233.284668,-4.405155,1127.355713,1.909377,-0.138029,28.726423,2427.416748,551.092957,151.672989,,,,,,,,,,
7749,129.15,0.514142,0.001334,0.567448,3233.286377,-4.409427,1127.385864,1.949742,-0.001955,28.676666,2427.478027,551.14563,151.604736,,,,,,,,,,
7750,129.166667,0.521912,0.016094,0.614766,3233.27002,-4.42676,1127.408691,1.957032,-0.073389,28.846758,2427.421875,551.128845,151.634949,,,,,,,,,,
7751,129.183333,0.500802,0.002276,0.584958,3233.2854,-4.399939,1127.382568,1.911738,0.018351,28.849291,2427.420166,551.079407,151.664658,,,,,,,,,,
7752,129.2,0.493222,-0.011671,0.539757,3233.296143,-4.404221,1127.338257,1.931596,-0.079088,28.740091,2427.45459,551.044189,151.658966,,,,,,,,,,
7753,129.216667,0.505031,-0.017884,0.536279,3233.299805,-4.409534,1127.311646,1.937328,-0.167947,28.859093,2427.396973,551.05426,151.685043,,,,,,,,,,
7754,129.233333,0.509857,-0.023298,0.572177,3233.335938,-4.438789,1127.320923,1.868832,-0.116421,28.831673,2427.412842,551.055786,151.701141,,,,,,,,,,
7755,129.25,0.491398,-0.02529,0.54914,3233.329346,-4.423634,1127.340576,1.961507,0.058111,28.822432,2427.466309,551.113708,151.645279,,,,,,,,,,
7756,129.266667,0.488418,-0.00595,0.527197,3233.304443,-4.410138,1127.329834,2.051271,0.249833,28.882917,2427.531982,551.136047,151.592209,,,,,,,,,,
7757,129.283333,0.482612,-0.03938,0.505036,3233.324219,-4.404807,1127.308472,2.094167,0.338023,28.841497,2427.521484,551.166443,151.631699,,,,,,,,,,
7758,129.3,0.484244,-0.033144,0.489796,3233.32959,-4.416358,1127.308472,1.953731,0.102344,28.612001,2427.469971,551.155396,151.655334,,,,,,,,,,
7759,129.316667,0.49897,-0.016318,0.498251,3233.356934,-4.423077,1127.322998,1.933572,-0.058911,28.552284,2427.471191,551.188721,151.665451,,,,,,,,,,
7760,129.333333,0.494651,-0.002238,0.491117,3233.352051,-4.422694,1127.330566,1.933769,-0.19782,28.75605,2427.400391,551.146606,151.701172,,,,,,,,,,
7761,129.35,0.474765,-0.001951,0.492004,3233.314453,-4.405399,1127.330688,1.951646,-0.178987,28.729992,2427.423096,551.104248,151.678192,,,,,,,,,,
7762,129.366667,0.49806,-0.020743,0.528584,3233.281494,-4.385789,1127.317261,1.982339,-0.129486,28.742167,2427.481934,551.108704,151.59639,,,,,,,,,,
7763,129.383333,0.517788,-0.018785,0.554567,3233.262207,-4.404685,1127.322388,1.893255,-0.159059,28.610687,2427.518066,551.167908,151.666046,,,,,,,,,,
7764,129.4,0.503186,0.012091,0.550533,3233.332031,-4.451114,1127.314209,1.94807,-0.123716,28.578669,2427.521729,551.195496,151.716934,,,,,,,,,,
7765,129.416667,0.503074,0.014817,0.545416,3233.330566,-4.414323,1127.318481,2.001026,0.118863,28.599279,2427.528809,551.201416,151.680725,,,,,,,,,,
7766,129.433333,0.506004,0.051286,0.516205,3233.324219,-4.407417,1127.300171,1.98873,0.07098,28.56889,2427.519287,551.231567,151.630753,,,,,,,,,,
7767,129.45,0.497124,0.017973,0.513643,3233.321289,-4.402519,1127.304688,2.073413,0.26019,28.678011,2427.491943,551.230103,151.593552,,,,,,,,,,
7768,129.466667,0.473268,-0.008644,0.501839,3233.306641,-4.408009,1127.321411,1.999589,0.034025,28.808666,2427.393555,551.186951,151.667542,,,,,,,,,,
7769,129.483333,0.501805,0.004013,0.486697,3233.290771,-4.400908,1127.348145,1.925814,-0.092588,28.930578,2427.359375,551.10675,151.647171,,,,,,,,,,
7770,129.5,0.506341,0.020779,0.507837,3233.276367,-4.410734,1127.379272,1.890755,-0.291187,29.11887,2427.339111,550.969788,151.650421,,,,,,,,,,
7771,129.516667,0.524316,0.023376,0.560314,3233.266113,-4.418807,1127.383423,1.823446,-0.199377,29.107769,2427.367188,550.834656,151.627838,,,,,,,,,,
7772,129.533333,0.5482,0.010281,0.6027,3233.249268,-4.412158,1127.362671,1.922873,-0.24095,29.028591,2427.405762,550.83667,151.638062,,,,,,,,,,
7773,129.55,0.539608,0.018239,0.605223,3233.301758,-4.445372,1127.324341,1.951186,-0.192175,28.98348,2427.497314,550.921326,151.643402,,,,,,,,,,
7774,129.566667,0.513023,0.006973,0.581647,3233.330078,-4.43561,1127.327881,2.033507,-0.059087,29.012373,2427.451172,551.037354,151.672821,,,,,,,,,,
7775,129.583333,0.517477,0.022637,0.553169,3233.296875,-4.423991,1127.356445,1.919867,-0.403633,28.703194,2427.468506,551.092651,151.601471,,,,,,,,,,
7776,129.6,0.51279,0.008798,0.556219,3233.269287,-4.408183,1127.34436,1.924879,-0.237855,28.653524,2427.454834,551.10199,151.655014,,,,,,,,,,
7777,129.616667,0.510784,-0.01675,0.586661,3233.28125,-4.429831,1127.360962,2.032076,0.048085,28.671648,2427.447266,551.158081,151.633316,,,,,,,,,,
7778,129.633333,0.494845,-0.026816,0.57728,3233.330078,-4.430645,1127.342285,1.956701,-0.110005,28.613209,2427.468262,551.176025,151.600037,,,,,,,,,,
7779,129.65,0.496849,-0.007947,0.548045,3233.297119,-4.388326,1127.333862,1.961161,-0.253974,28.645319,2427.500732,551.172607,151.649872,,,,,,,,,,
7780,129.666667,0.505072,-0.040885,0.563246,3233.305176,-4.416739,1127.335815,1.941881,-0.317687,28.653763,2427.495361,551.125732,151.656647,,,,,,,,,,
7781,129.683333,0.508302,-0.039444,0.586729,3233.313232,-4.434083,1127.354126,2.103671,0.070243,28.797621,2427.518799,551.122681,151.584763,,,,,,,,,,
7782,129.7,0.520818,-0.015451,0.56262,3233.266602,-4.408608,1127.350708,2.071243,0.08944,28.82959,2427.504639,551.138184,151.573547,,,,,,,,,,
7783,129.716667,0.504056,-0.003367,0.533814,3233.296143,-4.42121,1127.355469,1.989068,-0.101686,28.893364,2427.380371,551.103516,151.649933,,,,,,,,,,
7784,129.733333,0.489074,-0.00154,0.525729,3233.372559,-4.433108,1127.338745,2.003564,-0.291558,29.066536,2427.290527,551.000977,151.646484,,,,,,,,,,
7785,129.75,0.482012,-0.000357,0.52509,3233.349609,-4.411695,1127.341675,1.976914,-0.25403,29.158772,2427.394531,550.86084,151.567139,,,,,,,,,,
7786,129.766667,0.486773,0.005396,0.499323,3233.311768,-4.392103,1127.333496,1.883791,-0.383438,29.16308,2427.365967,550.798096,151.623413,,,,,,,,,,
7787,129.783333,0.4813,0.011885,0.517349,3233.304443,-4.408029,1127.370605,1.946787,-0.476458,29.066406,2427.34668,550.816101,151.623611,,,,,,,,,,
7788,129.8,0.49081,0.034501,0.54754,3233.3125,-4.408624,1127.371704,1.991765,-0.505017,29.010092,2427.427734,550.883789,151.629135,,,,,,,,,,
7789,129.816667,0.48853,0.078223,0.454544,3233.302734,-4.3736,1127.364136,1.904323,-0.324392,28.938784,2427.424805,550.931641,151.651138,,,,,,,,,,
7790,129.833333,0.505679,0.040583,0.467056,3233.335938,-4.375002,1127.367432,1.969821,-0.17332,28.885164,2427.480225,550.941711,151.582321,,,,,,,,,,
7791,129.85,0.511727,0.021928,0.506905,3233.351807,-4.384342,1127.413452,1.854179,-0.413862,28.705492,2427.485352,551.003479,151.60968,,,,,,,,,,
7792,129.866667,0.545651,0.052017,0.522813,3233.27832,-4.380481,1127.45166,1.962437,-0.369074,28.730873,2427.443115,551.060547,151.646759,,,,,,,,,,
7793,129.883333,0.552491,0.023589,0.568881,3233.243652,-4.397039,1127.462524,2.007197,-0.23123,28.705189,2427.420898,551.083862,151.653046,,,,,,,,,,
7794,129.9,0.535927,0.017893,0.593715,3233.258789,-4.395482,1127.460083,1.955703,-0.107368,28.721395,2427.477783,551.145264,151.587723,,,,,,,,,,
7795,129.916667,0.531281,0.01162,0.557945,3233.275391,-4.379282,1127.431763,1.994769,-0.108343,28.692051,2427.491455,551.190063,151.629074,,,,,,,,,,
7796,129.933333,0.50152,-0.007691,0.524747,3233.299805,-4.368341,1127.393677,2.165526,0.348892,28.794886,2427.491943,551.217651,151.560898,,,,,,,,,,
7797,129.95,0.516098,-0.007495,0.542014,3233.344482,-4.412208,1127.398804,2.026951,-0.049468,28.880983,2427.408447,551.155273,151.612656,,,,,,,,,,
7798,129.966667,0.501846,0.012318,0.558041,3233.334229,-4.386806,1127.40686,1.975863,-0.351199,29.107712,2427.348877,551.033752,151.58284,,,,,,,,,,
7799,129.983333,0.48612,0.003866,0.566605,3233.324707,-4.364907,1127.416382,1.87555,-0.494492,29.246662,2427.30127,550.854675,151.534332,,,,,,,,,,
7800,130,0.429136,-0.004059,0.484791,3233.296631,-4.33526,1127.476929,1.820687,-0.49255,29.270018,2427.342285,550.745605,151.585892,,,,,,,,,,
7801,130.016667,0.436553,0.000614,0.454422,3233.263672,-4.311143,1127.516235,1.888629,-0.502507,29.219601,2427.407715,550.73999,151.608215,,,,,,,,,,
7802,130.033333,0.44463,-0.054053,0.338938,3233.179443,-4.285264,1127.473145,1.927321,-0.506879,29.079453,2427.417236,550.802429,151.604782,,,,,,,,,,
7803,130.05,0.445334,-0.119839,0.29935,3233.165527,-4.298164,1127.441284,1.988709,-0.25628,29.200459,2427.369873,550.897461,151.602859,,,,,,,,,,
7804,130.066667,0.432952,-0.102724,0.309164,3233.165771,-4.316187,1127.488159,2.022969,-0.130224,29.374933,2427.335938,550.892212,151.534439,,,,,,,,,,
7805,130.083333,0.412547,-0.048037,0.287744,3233.212158,-4.283762,1127.456177,2.106425,-0.240783,29.353558,2427.424072,550.88324,151.51564,,,,,,,,,,
7806,130.1,0.393914,-0.035628,0.334192,3233.215576,-4.241243,1127.473633,1.897519,-0.273984,29.003395,2427.410645,550.862061,151.596817,,,,,,,,,,
7807,130.116667,0.357332,-0.032702,0.380898,3233.251953,-4.235742,1127.47583,1.823067,-0.210653,28.644808,2427.536133,550.950806,151.597916,,,,,,,,,,
7808,130.133333,0.360608,-0.048847,0.416195,3233.240234,-4.23223,1127.494019,1.778287,-0.050662,28.347523,2427.647949,551.197876,151.606735,,,,,,,,,,
7809,130.15,0.406176,-0.065019,0.415881,3233.279541,-4.250263,1127.514893,1.793738,0.205698,28.31674,2427.59668,551.306946,151.581909,,,,,,,,,,
7810,130.166667,0.420463,-0.120841,0.383986,3233.357666,-4.277057,1127.508667,1.859442,0.188097,28.407537,2427.599609,551.335449,151.619049,,,,,,,,,,
7811,130.183333,0.462067,-0.141143,0.413404,3233.381348,-4.300511,1127.502808,1.942406,0.246446,28.493288,2427.716064,551.335571,151.56073,,,,,,,,,,
7812,130.2,0.468502,-0.141851,0.416137,3233.367676,-4.287642,1127.471558,1.888877,0.235556,28.493265,2427.699463,551.296326,151.599091,,,,,,,,,,
7813,130.216667,0.444235,-0.119149,0.411682,3233.370605,-4.292081,1127.490479,1.82075,0.204423,28.500433,2427.604492,551.231506,151.64151,,,,,,,,,,
7814,130.233333,0.44747,-0.102663,0.416529,3233.384033,-4.311921,1127.505615,1.853792,0.160069,28.559742,2427.694092,551.247681,151.556046,,,,,,,,,,
7815,130.25,0.461571,-0.055691,0.423723,3233.345703,-4.266034,1127.511353,1.834747,-0.361921,28.304285,2427.667725,551.238708,151.604752,,,,,,,,,,
7816,130.266667,0.471159,0.009101,0.377775,3233.265869,-4.241466,1127.540283,1.750262,-0.145764,28.285078,2427.610352,551.196716,151.635162,,,,,,,,,,
7817,130.283333,0.411211,0.104594,0.296016,3233.17334,-4.120281,1127.520874,1.786938,-0.174376,28.32044,2427.667236,551.210449,151.621201,,,,,,,,,,
7818,130.3,0.379415,0.169591,0.243726,3233.146729,-4.094154,1127.535522,1.813259,-0.380032,28.450722,2427.610107,551.195679,151.607727,,,,,,,,,,
7819,130.316667,0.410291,0.174984,0.257983,3233.170654,-4.116866,1127.556763,1.856092,-0.269924,28.42552,2427.612061,551.20343,151.644287,,,,,,,,,,
7820,130.333333,0.439049,0.103736,0.322055,3233.200928,-4.168276,1127.594727,1.886728,0.081668,28.368206,2427.607178,551.253845,151.598526,,,,,,,,,,
7821,130.35,0.464889,0.055492,0.351693,3233.248047,-4.218274,1127.578979,1.858046,0.009769,28.295818,2427.644531,551.316467,151.579208,,,,,,,,,,
7822,130.366667,0.485497,-0.010098,0.401107,3233.283447,-4.269879,1127.562744,1.792145,0.005143,28.330387,2427.603271,551.262085,151.628143,,,,,,,,,,
7823,130.383333,0.472082,-0.051717,0.358732,3233.294922,-4.249097,1127.556763,1.89889,-0.107388,28.300669,2427.592041,551.181152,151.66716,,,,,,,,,,
7824,130.4,0.45921,-0.058032,0.328359,3233.313232,-4.241516,1127.5354,1.859504,-0.187165,28.2757,2427.672119,551.223022,151.626251,,,,,,,,,,
7825,130.416667,0.461798,-0.037977,0.380905,3233.306396,-4.264735,1127.56897,1.731056,-0.173235,28.268845,2427.658203,551.237305,151.649353,,,,,,,,,,
7826,130.433333,0.465762,-0.017886,0.384138,3233.304932,-4.275896,1127.592285,1.823982,-0.261958,28.282534,2427.648682,551.238342,151.635223,,,,,,,,,,
7827,130.45,0.496592,-0.010901,0.372353,3233.285156,-4.274728,1127.570435,1.887174,-0.100836,28.340822,2427.678711,551.233887,151.62381,,,,,,,,,,
7828,130.466667,0.461094,-0.007407,0.362414,3233.287598,-4.244366,1127.548828,1.919029,-0.031903,28.503843,2427.608154,551.253906,151.58757,,,,,,,,,,
7829,130.483333,0.4377,-0.028569,0.390461,3233.30835,-4.257495,1127.522949,1.913649,0.185976,28.734985,2427.539307,551.184509,151.605179,,,,,,,,,,
7830,130.5,0.463867,-0.019556,0.40559,3233.309814,-4.276728,1127.507568,1.866397,-0.137352,28.568604,2427.55835,551.157166,151.6082,,,,,,,,,,
7831,130.516667,0.483153,-0.006525,0.429073,3233.30835,-4.255044,1127.512207,1.878222,-0.317746,28.355043,2427.609863,551.193176,151.613647,,,,,,,,,,
