Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
4110,68.5,0.419751,0.050195,0.449666,3233.298584,-4.383779,1127.337769,0.424319,-1.577796,43.734974,-1890.689331,-2104.46582,1238.541138,,,,,,,,,,
4111,68.516667,0.433341,0.041589,0.463394,3233.270752,-4.380604,1127.365479,1.297348,-1.878616,44.861771,-1886.706665,-2105.779297,1238.432495,,,,,,,,,,
4112,68.533333,0.472276,0.048444,0.437165,3233.262695,-4.374747,1127.380249,1.386809,-3.101102,44.469963,-1882.924927,-2106.966553,1238.412598,,,,,,,,,,
4113,68.55,0.48646,0.025503,0.455588,3233.281982,-4.375545,1127.374512,1.464321,-3.31315,44.383045,-1879.01355,-2108.18457,1238.275024,,,,,,,,,,
4114,68.566667,0.459047,0.008622,0.477288,3233.287598,-4.392192,1127.333252,1.696071,-4.431707,44.287407,-1875.168335,-2109.328125,1237.973389,,,,,,,,,,
4115,68.583333,0.447646,-0.006209,0.460226,3233.283203,-4.374477,1127.339233,2.209128,-4.810477,44.302456,-1871.679932,-2110.167969,1237.997192,,,,,,,,,,
4116,68.6,0.443375,0.012529,0.41367,3233.300049,-4.371553,1127.321655,1.739055,-4.083633,44.430191,-1867.912842,-2111.301025,1237.86792,,,,,,,,,,
4117,68.616667,0.456717,-0.000149,0.458005,3233.306152,-4.388259,1127.376343,0.739294,-3.466855,44.305767,-1864.051636,-2112.405273,1237.411133,,,,,,,,,,
4118,68.633333,0.49564,0.028721,0.447516,3233.309326,-4.39531,1127.395996,0.890216,-3.371023,44.318089,-1860.654419,-2113.354492,1237.186279,,,,,,,,,,
4119,68.65,0.445267,0.066233,0.468111,3233.281494,-4.348158,1127.362305,1.345169,-3.573187,44.376614,-1856.850098,-2114.433594,1236.991943,,,,,,,,,,
4120,68.666667,0.437396,0.066009,0.479386,3233.291504,-4.359285,1127.375488,1.564512,-3.210762,44.470943,-1853.139404,-2115.46167,1237.084595,,,,,,,,,,
4121,68.683333,0.446837,0.066055,0.452213,3233.282715,-4.357385,1127.412476,1.755703,-2.989869,44.609688,-1849.714844,-2116.387939,1237.113159,,,,,,,,,,
4122,68.7,0.444478,0.044812,0.432962,3233.244873,-4.338431,1127.391357,1.992712,-3.271343,44.718689,-1846.371948,-2117.531494,1236.960815,,,,,,,,,,
4123,68.716667,0.43308,0.060565,0.458883,3233.299805,-4.345409,1127.388672,2.603237,-4.040339,44.456799,-1842.711426,-2118.970459,1236.710449,,,,,,,,,,
4124,68.733333,0.460367,0.055577,0.485605,3233.334229,-4.363169,1127.437622,1.96848,-3.371533,44.337048,-1838.842896,-2120.188232,1236.44043,,,,,,,,,,
4125,68.75,0.457434,0.041956,0.389831,3233.288818,-4.346055,1127.434326,1.217142,-2.839844,44.409149,-1834.977905,-2121.418213,1236.124268,,,,,,,,,,
4126,68.766667,0.462269,0.02873,0.39012,3233.266846,-4.347879,1127.42688,0.116971,-1.951567,43.80212,-1831.391846,-2122.69751,1236.105347,,,,,,,,,,
4127,68.783333,0.441305,0.015964,0.381474,3233.303955,-4.342253,1127.446167,0.545918,-3.116048,44.107975,-1827.429321,-2124.054199,1235.791138,,,,,,,,,,
4128,68.8,0.421964,0.024698,0.393724,3233.315918,-4.346732,1127.390503,1.636917,-4.567047,44.518764,-1823.570068,-2125.353516,1235.554932,,,,,,,,,,
4129,68.816667,0.429872,0.027437,0.385411,3233.282227,-4.352339,1127.387939,1.964083,-4.578463,44.170269,-1819.896484,-2126.564697,1235.498535,,,,,,,,,,
4130,68.833333,0.441048,0.018402,0.404102,3233.310791,-4.351531,1127.435791,1.897293,-4.378517,44.144966,-1816.081421,-2127.769531,1235.496948,,,,,,,,,,
4131,68.85,0.465348,0.018892,0.395679,3233.29834,-4.371793,1127.474976,1.936124,-4.599278,43.869141,-1812.44165,-2128.856934,1235.186279,,,,,,,,,,
4132,68.866667,0.486465,0.049173,0.39163,3233.268555,-4.33976,1127.442505,1.270636,-3.939412,44.047752,-1808.905029,-2130.024902,1234.75769,,,,,,,,,,
4133,68.883333,0.466647,0.037999,0.420139,3233.267578,-4.355733,1127.455688,1.040368,-3.722552,44.215576,-1805.313477,-2131.188477,1234.485229,,,,,,,,,,
4134,68.9,0.45261,0.009674,0.429665,3233.274658,-4.357289,1127.49231,1.191968,-4.388359,44.321583,-1801.562134,-2132.349365,1234.174561,,,,,,,,,,
4135,68.916667,0.458825,0.018047,0.406011,3233.294922,-4.345172,1127.445801,1.151866,-3.507477,44.263695,-1798.124512,-2133.570557,1234.11084,,,,,,,,,,
4136,68.933333,0.503584,0.112014,0.344202,3233.219482,-4.26789,1127.434082,0.854326,-2.620631,44.220329,-1794.729736,-2134.825195,1234.135376,,,,,,,,,,
4137,68.95,0.461813,0.094917,0.384652,3233.288574,-4.330357,1127.442627,1.545255,-3.73908,44.159927,-1791.011719,-2136.179199,1233.877075,,,,,,,,,,
4138,68.966667,0.463004,0.0628,0.413046,3233.291748,-4.339265,1127.451782,1.321141,-4.044499,44.143379,-1787.414673,-2137.291504,1233.795532,,,,,,,,,,
4139,68.983333,0.462464,0.039165,0.426345,3233.260254,-4.354865,1127.457153,0.164835,-4.32449,44.199379,-1783.598145,-2138.420166,1233.584351,,,,,,,,,,
4140,69,0.459911,0.023442,0.435683,3233.277344,-4.36382,1127.474854,0.41026,-4.084655,43.985199,-1780.021118,-2140.124512,1233.131104,,,,,,,,,,
4141,69.016667,0.460062,0.006348,0.409113,3233.264893,-4.364048,1127.45874,0.757743,-2.94131,44.116436,-1776.428345,-2141.408691,1232.782227,,,,,,,,,,
4142,69.033333,0.472096,0.018015,0.406036,3233.234863,-4.341887,1127.441284,0.926655,-3.873956,44.422886,-1772.682129,-2142.541504,1232.586914,,,,,,,,,,
4143,69.05,0.406279,0.032,0.397079,3233.269287,-4.347932,1127.39502,1.614166,-4.425575,44.115814,-1769.249268,-2143.787354,1232.442627,,,,,,,,,,
4144,69.066667,0.420377,0.034752,0.428254,3233.270996,-4.344431,1127.41748,1.551133,-4.453235,44.158524,-1765.527344,-2145.181152,1232.225464,,,,,,,,,,
4145,69.083333,0.446789,0.047214,0.411129,3233.260742,-4.335492,1127.430298,1.891461,-4.794036,44.029892,-1761.836426,-2146.50708,1231.891235,,,,,,,,,,
4146,69.1,0.457913,0.039107,0.426683,3233.283691,-4.357183,1127.447632,1.280331,-5.104995,43.775288,-1758.228638,-2147.766113,1231.535522,,,,,,,,,,
4147,69.116667,0.465048,0.019213,0.440252,3233.270996,-4.340289,1127.480225,0.901947,-3.695736,43.993492,-1754.835083,-2149.00415,1231.39502,,,,,,,,,,
4148,69.133333,0.467926,0.028524,0.428342,3233.26416,-4.338727,1127.494507,1.361726,-4.269261,44.243378,-1751.286621,-2150.137695,1231.291748,,,,,,,,,,
4149,69.15,0.510338,0.139528,0.36126,3233.183105,-4.239481,1127.489258,1.140112,-3.83395,44.307152,-1747.783325,-2151.523438,1230.93042,,,,,,,,,,
4150,69.166667,0.460623,0.103768,0.360656,3233.240723,-4.285594,1127.526367,1.131334,-4.090178,43.901215,-1744.520508,-2152.735596,1230.868042,,,,,,,,,,
4151,69.183333,0.45038,0.054626,0.400966,3233.304199,-4.311186,1127.483276,1.344567,-2.948444,44.208599,-1741.146851,-2153.963379,1230.677734,,,,,,,,,,
4152,69.2,0.449129,0.029465,0.423711,3233.304688,-4.315468,1127.447388,0.872877,-2.034384,44.199387,-1737.672607,-2155.630615,1230.409302,,,,,,,,,,
4153,69.216667,0.454911,-0.018803,0.424123,3233.332275,-4.344018,1127.455444,-0.176155,-1.634234,43.757599,-1734.220215,-2157.06665,1230.311157,,,,,,,,,,
4154,69.233333,0.44267,0.002318,0.414789,3233.342529,-4.323808,1127.457275,-0.768217,-1.538166,43.701134,-1730.806274,-2158.379639,1229.924683,,,,,,,,,,
4155,69.25,0.459534,0.026913,0.400433,3233.280518,-4.307331,1127.446411,-0.949431,-0.436384,43.692532,-1727.613037,-2159.565674,1230.115845,,,,,,,,,,
4156,69.266667,0.447867,0.027762,0.395677,3233.286133,-4.339663,1127.453979,-0.434101,-1.614853,43.686962,-1723.873657,-2160.866699,1229.78479,,,,,,,,,,
4157,69.283333,0.441381,0.019483,0.410152,3233.293701,-4.366474,1127.464233,0.215556,-2.304404,43.779144,-1720.082397,-2162.031006,1229.302612,,,,,,,,,,
4158,69.3,0.449075,0.021136,0.383318,3233.244385,-4.33418,1127.444702,1.488656,-3.773453,43.868591,-1715.73584,-2163.523926,1228.59082,,,,,,,,,,
4159,69.316667,0.454418,0.01809,0.373586,3233.270264,-4.354717,1127.434082,1.798641,-4.457969,43.605366,-1712.101318,-2164.976074,1228.356812,,,,,,,,,,
4160,69.333333,0.460029,0.027137,0.449416,3233.337891,-4.369464,1127.416138,1.662252,-4.71721,44.247921,-1708.414307,-2166.236328,1228.042114,,,,,,,,,,
4161,69.35,0.466123,0.031687,0.482762,3233.312744,-4.350244,1127.394897,1.386125,-4.406856,44.328453,-1704.976074,-2167.546875,1227.688232,,,,,,,,,,
4162,69.366667,0.461115,0.02903,0.490588,3233.310791,-4.365245,1127.390015,1.174638,-3.410901,44.033943,-1701.313354,-2169.04126,1227.487061,,,,,,,,,,
4163,69.383333,0.456593,0.013863,0.446014,3233.275391,-4.363298,1127.462402,0.467289,-2.80115,43.756931,-1697.75708,-2170.264893,1227.125854,,,,,,,,,,
4164,69.4,0.446072,0.052463,0.384046,3233.293945,-4.353773,1127.442017,0.525321,-2.4566,44.37389,-1694.435059,-2171.471924,1226.972168,,,,,,,,,,
4165,69.416667,0.469307,0.043133,0.378805,3233.288818,-4.346915,1127.429077,0.625687,-2.435495,43.989132,-1691.218262,-2173.050049,1226.827637,,,,,,,,,,
4166,69.433333,0.45786,0.017704,0.407243,3233.313721,-4.362005,1127.455566,0.82396,-2.75377,44.190704,-1687.61731,-2174.427979,1226.440063,,,,,,,,,,
4167,69.45,0.461234,0.037282,0.455918,3233.330078,-4.350216,1127.447266,1.216339,-3.656479,44.143494,-1683.890625,-2175.7771,1225.905273,,,,,,,,,,
4168,69.466667,0.460023,0.028015,0.42143,3233.256348,-4.313118,1127.438232,0.915196,-3.38986,43.70668,-1680.015991,-2177.12207,1225.40979,,,,,,,,,,
4169,69.483333,0.475257,0.052278,0.458874,3233.309326,-4.366306,1127.43335,0.592305,-3.404271,44.107952,-1676.336426,-2178.349854,1225.263428,,,,,,,,,,
4170,69.5,0.459131,0.062121,0.412462,3233.303711,-4.371788,1127.437866,1.042358,-4.329693,43.921841,-1672.835083,-2179.633789,1225.033569,,,,,,,,,,
4171,69.516667,0.451849,0.054809,0.456974,3233.280762,-4.371893,1127.429199,1.14093,-3.783055,43.992046,-1669.187988,-2180.921875,1224.672607,,,,,,,,,,
4172,69.533333,0.486596,0.062173,0.461807,3233.283447,-4.398975,1127.415405,1.39578,-4.108159,44.174076,-1665.685059,-2182.216309,1224.338989,,,,,,,,,,
4173,69.55,0.471175,0.036918,0.44523,3233.336182,-4.41128,1127.403931,1.657795,-4.322675,44.25816,-1661.852295,-2183.636719,1224.11084,,,,,,,,,,
4174,69.566667,0.442364,0.018939,0.453323,3233.331543,-4.374275,1127.405518,1.538136,-3.6044,43.85503,-1658.168091,-2185.203369,1223.594482,,,,,,,,,,
4175,69.583333,0.447636,0.010633,0.374343,3233.303467,-4.36982,1127.406006,1.324051,-4.348094,43.795723,-1654.47522,-2186.349121,1223.365601,,,,,,,,,,
4176,69.6,0.458387,0.036589,0.412204,3233.348877,-4.391981,1127.437012,1.828432,-5.482128,44.062508,-1650.619995,-2187.575928,1222.719238,,,,,,,,,,
4177,69.616667,0.450263,0.041752,0.398101,3233.307861,-4.365412,1127.480347,1.499409,-4.432351,44.039467,-1647.14856,-2188.999268,1222.60144,,,,,,,,,,
4178,69.633333,0.472315,0.04397,0.397674,3233.271729,-4.353777,1127.49585,0.685169,-1.500968,43.781425,-1643.728149,-2190.402344,1222.490601,,,,,,,,,,
4179,69.65,0.471814,0.027728,0.424383,3233.281982,-4.354576,1127.502563,0.721515,-1.786141,43.724792,-1640.062988,-2191.821533,1222.306641,,,,,,,,,,
4180,69.666667,0.456279,0.016035,0.433368,3233.296875,-4.350159,1127.520386,0.841821,-2.498386,43.98418,-1636.243286,-2193.253174,1221.926636,,,,,,,,,,
4181,69.683333,0.448226,0.025945,0.391626,3233.283203,-4.310707,1127.510254,1.050831,-4.671268,44.60709,-1632.257812,-2194.290283,1221.559937,,,,,,,,,,
4182,69.7,0.468238,0.015386,0.387714,3233.323242,-4.335185,1127.471558,1.174012,-4.537604,44.241436,-1628.532715,-2195.605469,1221.133545,,,,,,,,,,
4183,69.716667,0.456555,-0.022024,0.394594,3233.333984,-4.351318,1127.483032,0.748749,-4.63552,44.195675,-1624.639893,-2196.880615,1220.487183,,,,,,,,,,
4184,69.733333,0.439359,-0.003066,0.418365,3233.324951,-4.335932,1127.464966,0.773386,-3.573243,43.746387,-1621.180908,-2198.130859,1220.110596,,,,,,,,,,
4185,69.75,0.450498,0.014532,0.445742,3233.339844,-4.350745,1127.441162,0.425736,-3.309227,43.800503,-1617.406494,-2199.459961,1219.766846,,,,,,,,,,
4186,69.766667,0.433919,-0.003588,0.404523,3233.303711,-4.370647,1127.437622,1.272546,-4.347366,43.65947,-1613.700195,-2200.767822,1219.301147,,,,,,,,,,
4187,69.783333,0.449226,0.034808,0.440734,3233.334961,-4.369345,1127.436157,2.034474,-4.620691,44.107464,-1609.713989,-2201.865234,1218.631836,,,,,,,,,,
4188,69.8,0.457066,0.059627,0.417002,3233.341309,-4.374205,1127.40625,1.216804,-4.326566,43.876484,-1606.278931,-2203.099854,1218.28894,,,,,,,,,,
4189,69.816667,0.451418,0.015392,0.37344,3233.321533,-4.388838,1127.415527,1.254098,-4.006466,43.749699,-1602.598145,-2204.361816,1217.939697,,,,,,,,,,
4190,69.833333,0.456517,0.034301,0.431709,3233.352295,-4.392059,1127.416992,1.599494,-4.146157,44.075184,-1598.679565,-2205.598145,1217.220337,,,,,,,,,,
4191,69.85,0.459031,0.017839,0.385112,3233.289062,-4.389901,1127.424927,1.512349,-3.466595,43.793251,-1595.039062,-2206.61792,1216.987549,,,,,,,,,,
4192,69.866667,0.462543,-0.01378,0.384369,3233.263184,-4.376277,1127.434814,1.278343,-3.40065,43.847664,-1591.416016,-2208.019775,1216.47168,,,,,,,,,,
4193,69.883333,0.457201,0.008683,0.461717,3233.307129,-4.383634,1127.425049,1.921661,-4.343385,43.900295,-1587.481323,-2209.106201,1216.056152,,,,,,,,,,
4194,69.9,0.439047,0.02774,0.393654,3233.299561,-4.363517,1127.422974,2.343535,-4.263607,43.882969,-1583.615479,-2210.378662,1215.399048,,,,,,,,,,
4195,69.916667,0.447277,0.027366,0.376283,3233.276123,-4.336722,1127.425415,1.324092,-3.652714,43.891975,-1580.135498,-2211.310791,1215.312866,,,,,,,,,,
4196,69.933333,0.425111,0.048112,0.390648,3233.276611,-4.345307,1127.393921,0.911792,-1.822837,43.629612,-1576.538208,-2212.715332,1214.797974,,,,,,,,,,
4197,69.95,0.437674,0.033979,0.426,3233.285889,-4.353322,1127.406738,0.652606,-1.680414,43.500568,-1573.048706,-2213.822754,1214.417725,,,,,,,,,,
4198,69.966667,0.458473,0.016052,0.415297,3233.291748,-4.360734,1127.425781,0.144988,-1.590771,43.94519,-1569.210205,-2214.938477,1214.140991,,,,,,,,,,
4199,69.983333,0.441722,0.000049,0.376383,3233.298828,-4.346434,1127.450806,0.229607,-2.334671,43.91103,-1565.547729,-2216.016113,1213.71814,,,,,,,,,,
4200,70,0.455839,0.021443,0.39718,3233.280518,-4.34256,1127.450195,-0.434271,-1.223077,43.674805,-1561.74585,-2217.191406,1213.20874,,,,,,,,,,
4201,70.016667,0.456186,0.028564,0.403441,3233.306152,-4.356246,1127.441284,0.051059,-1.934391,44.127266,-1557.889282,-2218.07666,1212.500732,,,,,,,,,,
4202,70.033333,0.459413,0.034696,0.376944,3233.293701,-4.363462,1127.466064,-0.158088,-2.76814,44.024334,-1554.075073,-2219.153076,1212.030762,,,,,,,,,,
4203,70.05,0.478807,0.067777,0.478087,3233.334229,-4.385638,1127.465088,0.185402,-2.844398,44.074703,-1550.146851,-2220.333984,1211.331787,,,,,,,,,,
4204,70.066667,0.468673,0.043202,0.421929,3233.278564,-4.350062,1127.473022,1.141345,-3.953648,44.374481,-1546.255005,-2221.240967,1211.018311,,,,,,,,,,
4205,70.083333,0.460411,0.028737,0.387814,3233.254639,-4.344718,1127.463379,1.807741,-4.836235,44.298969,-1542.252563,-2222.568848,1210.251831,,,,,,,,,,
4206,70.1,0.451152,0.0257,0.406805,3233.268066,-4.379253,1127.445679,1.759591,-5.434243,43.913982,-1538.453125,-2223.530518,1209.876343,,,,,,,,,,
4207,70.116667,0.45417,0.037919,0.452007,3233.322021,-4.398063,1127.444214,1.535999,-4.244973,43.501686,-1534.741699,-2224.681396,1209.258545,,,,,,,,,,
4208,70.133333,0.469296,0.005578,0.400131,3233.279785,-4.394243,1127.432739,1.560071,-4.56659,43.526295,-1531.315186,-2225.532715,1208.958008,,,,,,,,,,
4209,70.15,0.445646,0.028854,0.38118,3233.337891,-4.378131,1127.37207,1.530624,-4.916127,44.063171,-1527.305664,-2226.522461,1208.344116,,,,,,,,,,
4210,70.166667,0.411901,-0.002334,0.353524,3233.345459,-4.353345,1127.385132,1.677772,-5.061981,43.819683,-1523.678101,-2227.668457,1207.900635,,,,,,,,,,
4211,70.183333,0.431107,0.008548,0.361412,3233.323242,-4.34851,1127.429077,1.856538,-5.317007,43.81617,-1519.827881,-2228.693604,1207.502441,,,,,,,,,,
4212,70.2,0.453588,0.034842,0.385813,3233.285645,-4.337519,1127.45459,1.70245,-4.371976,43.14183,-1516.16394,-2229.68042,1206.987427,,,,,,,,,,
4213,70.216667,0.446206,0.044611,0.377221,3233.2854,-4.309333,1127.482666,1.472072,-4.452555,43.615608,-1512.555542,-2230.467041,1206.555542,,,,,,,,,,
4214,70.233333,0.468221,0.031319,0.429209,3233.281738,-4.342214,1127.483765,1.396317,-3.677809,43.44762,-1508.87207,-2231.674561,1205.883911,,,,,,,,,,
4215,70.25,0.466089,0.031078,0.437841,3233.302734,-4.354012,1127.477905,2.087313,-4.440805,43.796963,-1505.050171,-2232.645996,1205.629883,,,,,,,,,,
4216,70.266667,0.465225,0.055607,0.432315,3233.299805,-4.348493,1127.473755,1.833574,-3.464518,43.146626,-1501.274048,-2234.012451,1204.997559,,,,,,,,,,
4217,70.283333,0.4744,0.07547,0.427694,3233.286133,-4.353094,1127.476562,1.973524,-4.525795,43.604362,-1497.741211,-2234.499023,1204.669556,,,,,,,,,,
4218,70.3,0.464183,0.044789,0.407331,3233.2854,-4.355808,1127.470459,2.308613,-5.335555,43.591366,-1493.828003,-2235.782959,1203.993896,,,,,,,,,,
4219,70.316667,0.472749,0.036368,0.426806,3233.289307,-4.352465,1127.492188,2.364445,-5.355621,43.249569,-1490.291138,-2236.570312,1203.631958,,,,,,,,,,
4220,70.333333,0.463332,0.018347,0.451268,3233.293945,-4.356676,1127.497314,2.012509,-4.368454,43.206596,-1486.577148,-2237.58252,1202.914917,,,,,,,,,,
4221,70.35,0.474523,0.01106,0.447809,3233.264404,-4.360683,1127.47998,2.641081,-4.519433,43.1931,-1482.927124,-2238.530518,1202.669189,,,,,,,,,,
4222,70.366667,0.457309,0.046491,0.422749,3233.262695,-4.347929,1127.484131,2.498249,-4.71294,43.253193,-1479.323486,-2239.539307,1202.327026,,,,,,,,,,
4223,70.383333,0.454633,0.03064,0.42928,3233.277832,-4.360645,1127.516968,2.544847,-5.257569,43.593185,-1475.441895,-2240.282471,1201.752808,,,,,,,,,,
4224,70.4,0.465739,0.02945,0.423084,3233.311768,-4.367507,1127.526611,2.896679,-5.825126,44.042545,-1472.049561,-2241.155029,1201.222656,,,,,,,,,,
4225,70.416667,0.444117,0.011543,0.391147,3233.318115,-4.367743,1127.508789,2.199739,-5.052142,43.900364,-1468.468018,-2242.134521,1200.814331,,,,,,,,,,
4226,70.433333,0.45513,0.00655,0.413841,3233.339844,-4.370127,1127.471558,2.048049,-4.380098,43.764748,-1465.03125,-2242.950928,1200.221191,,,,,,,,,,
4227,70.45,0.452157,0.010773,0.417081,3233.337646,-4.357886,1127.501831,2.125234,-3.961889,43.186256,-1461.706543,-2243.834229,1199.682007,,,,,,,,,,
4228,70.466667,0.437896,-0.00543,0.418018,3233.356934,-4.370487,1127.476196,2.395741,-4.643755,43.319305,-1458.204224,-2244.550049,1199.208008,,,,,,,,,,
4229,70.483333,0.437565,-0.009467,0.42002,3233.330078,-4.352742,1127.49939,2.127259,-3.932426,43.155869,-1454.513916,-2245.761475,1198.719482,,,,,,,,,,
4230,70.5,0.464256,0.023811,0.410589,3233.352539,-4.381306,1127.511353,2.171018,-4.706178,43.277138,-1450.751099,-2246.479736,1198.224609,,,,,,,,,,
4231,70.516667,0.440534,-0.003516,0.423876,3233.354004,-4.395281,1127.505371,1.718986,-3.150333,43.563919,-1447.345581,-2247.388428,1197.831909,,,,,,,,,,
4232,70.533333,0.444814,0.016947,0.407037,3233.326416,-4.356988,1127.499634,1.896839,-4.857378,43.770969,-1443.574951,-2248.342529,1197.188354,,,,,,,,,,
4233,70.55,0.452477,0.025452,0.418643,3233.330078,-4.371688,1127.523193,1.968471,-4.371859,43.641964,-1440.067139,-2249.221191,1196.700562,,,,,,,,,,
4234,70.566667,0.441722,0.016434,0.427359,3233.322754,-4.353505,1127.531006,2.145643,-5.80461,43.460445,-1436.485107,-2249.861084,1196.092896,,,,,,,,,,
4235,70.583333,0.444985,0.028811,0.418534,3233.357178,-4.357265,1127.523193,1.566402,-3.847071,43.319057,-1433.052856,-2250.76123,1195.658325,,,,,,,,,,
4236,70.6,0.453087,0.030215,0.411709,3233.371582,-4.363205,1127.527466,1.817898,-4.951629,43.706379,-1429.689209,-2251.463135,1195.070923,,,,,,,,,,
4237,70.616667,0.446084,0.037277,0.423864,3233.380371,-4.364431,1127.558716,2.236845,-4.146247,43.707615,-1426.224243,-2252.493896,1194.414185,,,,,,,,,,
4238,70.633333,0.447448,0.040689,0.404718,3233.389648,-4.338623,1127.578369,2.24653,-5.772671,44.002213,-1422.468872,-2253.178955,1194.041016,,,,,,,,,,
4239,70.65,0.474574,0.048048,0.396303,3233.415283,-4.343431,1127.595703,1.853759,-4.872579,43.729637,-1418.88623,-2254.312256,1193.194336,,,,,,,,,,
4240,70.666667,0.457547,0.059914,0.400761,3233.454346,-4.340761,1127.628052,2.212186,-5.552907,44.248875,-1415.296509,-2254.885254,1192.952148,,,,,,,,,,
4241,70.683333,0.441222,0.055361,0.389739,3233.467529,-4.355748,1127.651001,1.834741,-4.381874,43.713718,-1411.978516,-2256.08667,1192.300781,,,,,,,,,,
4242,70.7,0.465868,0.045829,0.380866,3233.462158,-4.373881,1127.633179,2.49229,-5.170983,43.452782,-1408.427246,-2257.084717,1191.561035,,,,,,,,,,
4243,70.716667,0.47148,0.074519,0.374047,3233.445557,-4.377773,1127.596924,3.354373,-6.635587,43.813507,-1404.617798,-2257.870605,1190.888672,,,,,,,,,,
4244,70.733333,0.439182,0.049456,0.390577,3233.421387,-4.37406,1127.595947,2.414848,-5.177435,43.725166,-1401.162354,-2258.760254,1190.642334,,,,,,,,,,
4245,70.75,0.465567,0.034095,0.403457,3233.377197,-4.378223,1127.559937,2.094775,-4.780586,43.383686,-1397.730591,-2259.413818,1190.148438,,,,,,,,,,
4246,70.766667,0.476692,0.006433,0.426115,3233.32373,-4.385674,1127.53064,1.930872,-4.527216,43.722755,-1394.104736,-2260.196045,1189.379028,,,,,,,,,,
4247,70.783333,0.459698,0.036936,0.394124,3233.297119,-4.407169,1127.485474,2.121051,-5.444784,43.627121,-1390.592285,-2261.050781,1188.688721,,,,,,,,,,
4248,70.8,0.454005,0.066957,0.432422,3233.299561,-4.412717,1127.456421,1.368044,-3.793452,43.492329,-1387.24585,-2261.807129,1188.294434,,,,,,,,,,
4249,70.816667,0.456073,0.079522,0.495779,3233.277832,-4.431792,1127.400146,1.251585,-3.932843,43.673481,-1383.58667,-2262.61499,1187.879272,,,,,,,,,,
4250,70.833333,0.441599,0.050199,0.431133,3233.250977,-4.401065,1127.400024,1.200955,-3.489839,43.403969,-1380.170288,-2263.260986,1187.361328,,,,,,,,,,
4251,70.85,0.400263,0.050684,0.359708,3233.2854,-4.38433,1127.360474,1.960745,-5.553449,43.707748,-1376.419678,-2263.876953,1186.746704,,,,,,,,,,
4252,70.866667,0.432745,0.052213,0.425094,3233.321533,-4.383128,1127.408081,2.078985,-5.832686,43.840881,-1372.805298,-2264.594238,1186.19165,,,,,,,,,,
4253,70.883333,0.45943,0.049049,0.412259,3233.292725,-4.36738,1127.46875,1.543143,-5.919645,43.844189,-1369.319336,-2265.203369,1185.759155,,,,,,,,,,
4254,70.9,0.471919,0.049219,0.424216,3233.300293,-4.377847,1127.506226,0.982454,-5.171239,43.458282,-1365.941528,-2265.581055,1185.19043,,,,,,,,,,
4255,70.916667,0.467875,0.06293,0.413489,3233.285156,-4.354779,1127.514282,0.277117,-4.401128,43.28117,-1362.635498,-2265.928467,1184.644287,,,,,,,,,,
4256,70.933333,0.4704,0.046484,0.440252,3233.250977,-4.348765,1127.513306,-0.229129,-3.330503,43.247402,-1359.367432,-2266.245605,1184.216919,,,,,,,,,,
4257,70.95,0.454539,0.022265,0.444441,3233.273438,-4.33668,1127.516235,-0.358324,-3.855223,43.286808,-1355.689575,-2266.507812,1183.701172,,,,,,,,,,
4258,70.966667,0.47432,-0.002661,0.449007,3233.296631,-4.378448,1127.52832,-0.06312,-5.878577,43.73505,-1352.129639,-2266.816406,1183.394653,,,,,,,,,,
4259,70.983333,0.468997,0.015319,0.414338,3233.301025,-4.366603,1127.509277,-0.039492,-5.568008,43.539726,-1348.471313,-2267.03418,1182.956543,,,,,,,,,,
4260,71,0.470338,0.040667,0.446247,3233.337402,-4.360615,1127.465088,0.000643,-6.233942,43.467392,-1344.938721,-2267.195312,1182.526123,,,,,,,,,,
4261,71.016667,0.483294,0.035462,0.468615,3233.341064,-4.389763,1127.457764,-0.009315,-5.688358,43.341286,-1341.677612,-2267.316406,1182.078857,,,,,,,,,,
